Id,CharacterId,Quality,Special
1399,140,afterlife,0
1400,140,belonging,1
1401,141,music,0
1402,141,romance,0
1403,141,depressed,0
1404,141,friend,0
1405,141,guitar,0
1406,141,pride,0
1407,141,serenity,0
1408,141,1970s,0
1409,141,friend,0
1410,141,telephone,1
1411,142,dashed hope,0
1412,142,frustrated,0
1413,142,poetry,0
1414,142,failure,0
1415,142,things of this world,0
1416,142,1800s,0
1417,142,ambition,0
1418,142,manswarm,0
1419,142,urban,0
1420,142,question,1
1421,143,hope,0
1422,143,uplifted,0
1423,143,innocent,0
1424,143,young,0
1425,143,family,0
1426,143,patient,0
1427,143,child,0
1428,143,focus,0
1429,143,faith,0
1430,143,green thumb,1
1431,144,pain,0
1432,144,death,0
1433,144,things of this world,0
1434,144,good vs evil,0
1435,144,uplifted,0
1436,144,religion,0
1437,144,nature,0
1438,144,pride,0
1439,144,poetry,0
1440,144,forgiveness,1
1441,145,poetry,0
1442,145,death,0
1443,145,vanity,0
1444,145,beauty,0
1445,145,things of this world,0
1446,145,1800s,0
1447,145,nature,0
1448,145,dream,0
1449,145,mystery,0
1450,145,bird,1
1451,146,loneliness,0
1452,146,wander,0
1453,146,confusion,0
1454,146,depression,0
1455,146,vanity,0
1456,146,poverty,0
1457,146,spirituality,0
1458,146,happiness,0
1459,146,knowledge,0
1460,146,lost,1
1461,147,wander,0
1462,147,poetry,0
1463,147,uplifted,0
1464,147,nature,0
1465,147,focus,0
1466,147,time,0
1467,147,sleep,0
1468,147,lost,0
1469,147,rush,0
1470,147,journey,1
1471,148,meager origins,0
1472,148,confidence,0
1473,148,frustrated,0
1474,148,crime,0
1475,148,shame,0
1476,148,competition,0
1477,148,fight,0
1478,148,friend,0
1479,148,jobs,0
1480,148,music,1
1481,149,romance,0
1482,149,music,0
1483,149,dystopia,0
1484,149,death,0
1485,149,religion,0
1486,149,humility,0
1487,149,future,0
1488,149,afterlife,0
1489,149,black,0
1490,149,love,1
1491,150,beauty,0
1492,150,religion,0
1493,150,poverty,0
1494,150,wife,0
1495,150,ambition,0
1496,150,film,0
1497,150,things of this world,0
1498,150,shepherd,1
1499,150,power,0
1500,150,family,0
